gene	UNIPROT
LOC101852137	O75410
LOC101853596	Q16533
LOC101853596	Q16533
LOC101853596	Q16533
LOC101854301	Q12907
aplA	Q08828
LOC101854543	Q13609
LOC101855069	Q8NFZ5
LOC101855069	Q8NFZ5
LOC101855457	Q9HCC9
LOC101855457	Q9HCC9
LOC101855457	Q9HCC9
LOC101855457	Q9HCC9
LOC101856305	P49146
LOC106011855	Q9NXP7
LOC106011858	A6NKG5
LOC101856548	Q13907
LOC101856548	Q13907
LOC101856548	Q13907
LOC101862004	Q8N490
LOC101856941	Q9Y3B8
LOC101856941	Q9Y3B8
LOC101856941	Q9Y3B8
LOC101856941	Q9Y3B8
LOC101862233	P16066
LOC101862465	Q00796
LOC101857847	P98160
LOC101857847	P98160
LOC101857847	P98160
LOC101857847	P98160
LOC101857847	P98160
LOC101857847	P98160
LOC101857847	P98160
LOC101857847	P98160
LOC101857847	P98160
LOC101857847	P98160
LOC101857847	P98160
LOC101857847	P98160
LOC101862696	Q7Z6Z7
LOC101862696	Q7Z6Z7
LOC101862696	Q7Z6Z7
LOC101862696	Q7Z6Z7
LOC101863226	Q09470
LOC101863475	P61586
LOC101864190	Q14416
LOC101863945	Q14831
LOC101858228	Q9HCU4
LOC101858228	Q9HCU4
LOC101858228	Q9HCU4
LOC101858228	Q9HCU4
LOC101858228	Q9HCU4
LOC101858228	Q9HCU4
LOC101864431	P51571
LOC101864663	Q9Y222
LOC101864663	Q9Y222
LOC101864663	Q9Y222
LOC101845438	Q9BU79
LOC101845662	Q9Y5Z4
LOC101846046	P78509
LOC101846046	P78509
LOC101846046	P78509
LOC101846046	P78509
LOC101846046	P78509
LOC101846046	P78509
LOC101846046	P78509
LOC101846046	P78509
LOC101846046	P78509
LOC101846258	O43913
LOC101846258	O43913
LOC101858454	Q86UP9
LOC106011898	P08263
LOC101847163	Q96JY0
LOC101847392	O60760
LOC101848857	Q8NHV1
LOC101849018	P40855
LOC101849260	P61024
LOC106010965	Q9BX79
LOC101859141	Q9BX79
LOC101849510	Q7RTX9
LOC101859612	Q99856
LOC101860064	Q8TED0
LOC101849979	Q6UUV9
LOC101849979	Q6UUV9
LOC101849979	Q6UUV9
LOC101849979	Q6UUV9
LOC101849979	Q6UUV9
LOC101849979	Q6UUV9
LOC101860298	Q9BUI4
LOC101850380	Q9NVH0
LOC101850380	Q9NVH0
LOC101850380	Q9NVH0
LOC101850380	Q9NVH0
LOC101850380	Q9NVH0
LOC101850380	Q9NVH0
LOC101860543	Q9H4W6
LOC118477161	Q9H4W6
LOC101860780	Q7Z449
LOC118477123	P04798
LOC101851841	Q9NX45
LOC101852063	Q9NNW5
LOC101852063	Q9NNW5
LOC101852063	Q9NNW5
LOC101852063	Q9NNW5
LOC101852063	Q9NNW5
LOC101852063	Q9NNW5
LOC101852290	O95954
LOC101852522	Q15326
LOC101852522	Q15326
LOC101852522	Q15326
LOC101861013	Q8NAG6
LOC101861013	Q8NAG6
LOC101853206	P78417
LOC101861251	Q99518
LOC118477820	Q9UPR5
LOC101861699	Q9UPR5
LOC101861699	Q9UPR5
LOC101861922	Q15572
LOC101853423	Q658L1
LOC101853423	Q658L1
LOC101853423	Q658L1
LOC101853423	Q658L1
LOC101853423	Q658L1
LOC101853423	Q658L1
LOC101853658	Q658L1
LOC101853658	Q658L1
LOC101853658	Q658L1
LOC101853898	P35557
LOC101853898	P35557
LOC101853898	P35557
LOC101853898	P35557
LOC101853898	P35557
LOC101853898	P35557
LOC101853898	P35557
LOC101853898	P35557
LOC101853898	P35557
LOC101853898	P35557
LOC101855388	Q9BV68
LOC118477810	A6NED2
LOC118477810	A6NED2
LOC101855839	P14550
LOC101862386	Q9Y608
LOC101862386	Q9Y608
LOC101862386	Q9Y608
LOC101862386	Q9Y608
LOC101862386	Q9Y608
LOC101856067	Q9Y3A3
LOC101856306	Q96GK7
LOC101862623	Q96FV0
LOC101856549	Q9HAV7
LOC101856773	Q8N441
LOC101856773	Q8N441
LOC101856773	Q8N441
LOC106011971	Q7RTS3
LOC101857457	Q7Z5Q5
LOC101857848	Q9HAN9
LOC101857848	Q9HAN9
LOC106011974	Q9ULM3
LOC101863227	Q9BVK2
LOC106011991	Q8WXR4
LOC106011990	Q8WXR4
LOC101855537	P25021
LOC101855763	Q96RW7
LOC101855763	Q96RW7
LOC101855763	Q96RW7
LOC101855763	Q96RW7
LOC101855991	Q6W5P4
LOC101863859	P33240
LOC101863859	P33240
LOC101856231	Q6ZSM3
LOC106012057	Q6ZSM3
LOC101864112	Q9NXN4
LOC101864112	Q9NXN4
LOC101864495	Q2TB90
LOC101864495	Q2TB90
LOC101864495	Q2TB90
LOC101864495	Q2TB90
LOC101845206	Q14206
LOC101845592	Q96SZ6
LOC101845816	P33527
LOC101845816	P33527
LOC101845816	P33527
LOC101856704	A6NGY5
LOC101856943	Q8N4Q0
LOC101857159	Q6V0I7
LOC101857159	Q6V0I7
LOC101857159	Q6V0I7
LOC101857159	Q6V0I7
LOC101857159	Q6V0I7
LOC101857159	Q6V0I7
LOC101857159	Q6V0I7
LOC101857159	Q6V0I7
LOC101857159	Q6V0I7
LOC101857159	Q6V0I7
LOC101857159	Q6V0I7
LOC101857159	Q6V0I7
LOC101857159	Q6V0I7
LOC101847078	Q6GMR7
LOC101847078	Q6GMR7
LOC101847078	Q6GMR7
LOC101847078	Q6GMR7
LOC101847463	P21580
LOC101857377	O15245
LOC101857615	Q9Y226
LOC106010988	Q9HBX9
LOC118477167	P35858
LOC118477167	P35858
LOC118477167	P35858
LOC118477167	P35858
LOC118477167	P35858
LOC118477167	P35858
LOC118477167	P35858
LOC101858319	Q8WXD0
LOC101858319	Q8WXD0
LOC101858319	Q8WXD0
LOC101858538	Q9HBX9
LOC101859215	Q5T5N4
LOC101859215	Q5T5N4
LOC101848709	O95147
LOC101859455	Q8NEJ0
LOC101859900	P15291
LOC101850296	Q8IWF9
LOC101850296	Q8IWF9
LOC101860140	Q9Y466
LOC101851091	P85298
LOC101851091	P85298
LOC101851091	P85298
LOC101851091	P85298
LOC101852291	Q96IZ0
LOC101860378	Q96DM1
LOC101852971	O75663
LOC101853207	O14974
LOC101853207	O14974
LOC101853207	O14974
LOC101853207	O14974
LOC101853207	O14974
LOC101853207	O14974
LOC101853207	O14974
LOC101853207	O14974
LOC101853207	O14974
LOC101853207	O14974
LOC101853207	O14974
LOC101853207	O14974
LOC101853207	O14974
LOC101853207	O14974
LOC101853424	O00193
LOC101853659	Q9BYT3
LOC101860864	Q14207
LOC101854061	Q9UGI6
LOC101861091	O95671
LOC101861554	Q01995
LOC101854461	Q8NE79
LOC101854461	Q8NE79
LOC101854685	P04040
LOC101854685	P04040
LOC101862005	O75762
LOC101862005	O75762
LOC101862005	O75762
LOC101862005	O75762
LOC106012048	Q8N122
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101862466	Q8NI35
LOC101854220	O75915
LOC101862697	O94829
LOC101862697	O94829
LOC101862697	O94829
LOC101862917	A8MQ14
LOC101862917	A8MQ14
LOC101862917	A8MQ14
LOC101862917	A8MQ14
LOC101862917	A8MQ14
LOC101862917	A8MQ14
LOC101863315	Q6UXP7
LOC101863558	P22307
LOC101863947	Q6KC79
LOC101863947	Q6KC79
LOC101863947	Q6KC79
LOC101863947	Q6KC79
LOC101864577	Q9H799
LOC101864577	Q9H799
LOC101854917	Q8TCT0
LOC101845056	Q8NEW0
LOC101845056	Q8NEW0
LOC101845289	Q4G0N4
LOC101845289	Q4G0N4
LOC101845514	Q9H2P9
LOC101845738	Q15386
LOC101845738	Q15386
LOC101855158	Q92485
LOC101846179	P11169
LOC101846395	P11169
LOC101846619	Q8N755
LOC101846619	Q8N755
LOC101847235	P14314
LOC101847235	P14314
LOC101855391	Q8N157
LOC101855391	Q8N157
LOC101855391	Q8N157
LOC101855391	Q8N157
LOC101847627	Q14376
LOC101847627	Q14376
LOC101848484	Q14376
LOC101848711	Q9BY42
LOC101848934	Q9UEW3
LOC101848934	Q9UEW3
LOC101848934	Q9UEW3
LOC101855841	Q96P44
LOC101855841	Q96P44
LOC101855841	Q96P44
LOC106012167	O00370
LOC101856070	Q8N6M6
LOC101849579	C9JJ37
LOC101849813	Q9BW60
LOC101849813	Q9BW60
LOC101849813	Q9BW60
LOC101856309	P17568
LOC101856551	A1L3X0
LOC101856774	Q9BW60
LOC101856997	Q6ZNA5
LOC101857220	O14494
LOC101850526	Q9NTX5
LOC101851092	Q15369
LOC106012135	Q6PI78
LOC101857693	Q9Y4E5
LOC101857693	Q9Y4E5
LOC101851314	Q53FZ2
LOC101851547	Q5T013
LOC101858820	Q15493
LOC101859749	O75762
LOC101859749	O75762
LOC101859749	O75762
LOC101859988	Q13415
LOC101859988	Q13415
LOC101852065	O43681
LOC101852292	Q9NWZ5
LOC101852523	Q14534
LOC101860465	Q8N0W4
LOC101853362	P51784
LOC101853362	P51784
LOC101853362	P51784
LOC101853751	Q9Y5T4
LOC100533244	Q13224
LOC101861861	Q8N895
LOC101861861	Q8N895
LOC101861861	Q8N895
LOC101861861	Q8N895
LOC101861861	Q8N895
LOC100533272	Q9NSB8
LOC101862467	Q9UI46
LOC101862467	Q9UI46
LOC101862467	Q9UI46
LOC101862467	Q9UI46
LOC101863154	P0DP25
LOC101863154	P0DP25
LOC101863397	P20645
LOC101863633	A8K8P3
LOC101863861	Q8WVK2
LOC101864272	P40313
LOC101864496	Q9UJV9
LOC100861465	P16220
LOC100861465	P16220
LOC100861465	P16220
LOC100861465	P16220
LOC100861465	P16220
LOC100861465	P16220
LOC101844966	P49354
LOC101845207	Q9BRK4
LOC101845207	Q9BRK4
LOC101845207	Q9BRK4
LOC101845207	Q9BRK4
LOC101846048	Q86X95
LOC101846048	Q86X95
LOC101846324	Q86X95
LOC101846548	P25021
LOC101846548	P25021
LOC101846548	P25021
LOC101847303	Q9P283
LOC101859615	Q11128
LOC101847546	P40197
LOC101847784	O95786
LOC101847784	O95786
LOC101847784	O95786
LOC101859834	Q9HAS3
LOC101848160	P50539
LOC101848485	Q96GM5
LOC101848485	Q96GM5
LOC101848712	Q7Z5J8
LOC101849262	Q7L5Y9
LOC101849262	Q7L5Y9
LOC101849511	Q9Y606
LOC101849511	Q9Y606
LOC101849741	P56545
LOC101849741	P56545
LOC101849981	P22830
LOC101850221	Q8IYH5
LOC101850221	Q8IYH5
LOC101850221	Q8IYH5
LOC101850221	Q8IYH5
LOC101850221	Q8IYH5
LOC101850454	Q9H7R5
LOC101850454	Q9H7R5
LOC101850454	Q9H7R5
LOC101850454	Q9H7R5
LOC101850454	Q9H7R5
LOC101850454	Q9H7R5
LOC101850454	Q9H7R5
LOC101850454	Q08AN1
LOC101850454	Q08AN1
LOC101850454	Q08AN1
LOC101850454	Q08AN1
LOC101850454	Q08AN1
LOC101850454	Q08AN1
LOC101850454	Q08AN1
LOC101850861	Q8IX30
LOC101850861	Q8IX30
LOC101851094	Q8IZC4
LOC101851315	Q8TF61
LOC101851315	Q8TF61
LOC101860545	Q7LFX5
LOC100533519	P01185
LOC100533519	P01185
LOC100533519	P01185
LOC101852067	Q9NX46
LOC101860781	P51589
LOC101852294	Q96BD8
LOC101852294	Q96BD8
LOC101852294	Q96BD8
LOC101852663	Q96M91
LOC101861253	Q8NFF2
LOC118477951	Q13324
LOC101852896	Q9UBT6
LOC101852896	Q9UBT6
LOC101852896	Q9UBT6
LOC101853661	Q3T8J9
LOC101853661	Q3T8J9
LOC101853661	Q3T8J9
LOC101853661	Q3T8J9
LOC101853661	Q3T8J9
LOC101853661	Q3T8J9
LOC101853661	Q3T8J9
LOC101853661	Q3T8J9
LOC101853661	Q3T8J9
LOC101853425	Q6DWJ6
LOC106012309	P24043
LOC101854062	Q86WQ0
LOC101854062	Q86WQ0
LOC101854062	Q86WQ0
LOC101854993	Q7L8L6
LOC101861926	Q8WUR7
LOC101856232	Q9BTW9
LOC106012292	Q9H5L6
LOC101856483	Q9HA92
LOC101856483	Q9HA92
LOC101856483	Q9HA92
LOC101856483	Q9HA92
LOC101856483	Q9HA92
LOC101857161	Q96J42
LOC101857379	Q9H5J4
LOC101857617	Q9GZR5
LOC101857850	O60763
LOC101858321	A7E2U8
LOC101858321	A7E2U8
LOC101858321	A7E2U8
LOC101858321	A7E2U8
LOC101858321	A7E2U8
LOC101858321	A7E2U8
LOC101858081	P49959
LOC101858987	O14562
LOC101858987	O14562
LOC101858987	O14562
LOC101858987	O14562
LOC101863071	P16066
LOC101862847	Q495T6
LOC106012316	P16066
LOC106012320	Q8TDW7
LOC106012320	Q8TDW7
LOC101863477	Q9ULJ7
LOC101863477	Q9ULJ7
LOC101863477	Q9ULJ7
LOC101863709	Q96SQ7
LOC101863948	P29371
LOC101864192	Q99697
LOC101864192	Q99697
LOC101864192	Q99697
LOC101845208	O14815
LOC118478025	Q9UBG0
LOC101845439	P11766
LOC101845664	Q01484
LOC101845664	Q01484
LOC101845664	Q01484
LOC101845664	Q01484
LOC101845664	Q01484
LOC101845664	Q01484
LOC101845664	Q01484
LOC101845664	Q01484
LOC101845664	Q01484
LOC101845664	Q01484
LOC101845664	Q01484
LOC101845664	Q01484
LOC101845664	Q01484
LOC101845664	Q01484
LOC101845664	Q01484
LOC101845664	Q01484
LOC100533447	P02545
LOC101850053	Q5T280
LOC101855538	P46379
LOC101855538	P46379
LOC101850527	O15260
LOC101850769	P63220
LOC101856233	Q5FYB1
LOC101851843	P15848
LOC101852069	P15848
LOC101852296	Q9GZZ6
LOC101856484	P36544
LOC101852526	P36544
LOC101856706	P48169
LOC101856946	P36544
LOC101852974	P36544
LOC106012362	P48169
LOC101857162	Q9Y3C4
LOC101857380	O15254
LOC101853210	P63241
LOC101853427	Q9P258
LOC101853662	Q6PJG9
LOC101853900	O94985
LOC101857618	P05164
LOC101857851	Q9BWF2
LOC101854132	Q96P11
LOC106012355	Q5TA50
LOC101858229	Q9ULW0
LOC101858229	Q9ULW0
LOC101858229	Q9ULW0
LOC101850925	Q9NTW7
LOC101850925	Q9NTW7
LOC101858760	Q15645
LOC101858989	O75340
LOC101858989	O75340
LOC101859532	P55040
LOC101859532	P55040
LOC101859532	P55040
LOC106012386	O75074
LOC118478102	Q6UW02
LOC118478059	Q6UW02
LOC101851382	Q6UW02
LOC101859903	Q6UW02
LOC101851619	P08684
LOC101860301	O60347
LOC101860301	O60347
LOC101861337	O76082
LOC101861704	O76082
LOC101862389	Q3MHD2
LOC101852297	Q96A11
LOC101852527	Q96A11
LOC101863072	Q8N4A0
LOC101863228	P29353
LOC101863228	P29353
LOC101863228	P29353
LOC101853211	P61289
LOC101863864	Q86Z20
LOC118478142	Q86Z20
LOC101853663	Q9HC84
LOC101853663	Q9HC84
LOC101853663	Q9HC84
LOC101853663	Q9HC84
LOC101853663	Q9HC84
LOC101853663	Q9HC84
LOC101853663	Q9HC84
LOC101853663	Q9HC84
LOC101864273	O43854
LOC101864273	O43854
LOC101864273	O43854
LOC101864273	O43854
LOC101864497	Q8N983
LOC101844967	P20585
LOC101845374	Q9BRY0
LOC101845594	P34981
LOC118478150	Q6UXC1
LOC118478150	Q6UXC1
LOC118478150	Q6UXC1
LOC118478150	Q6UXC1
LOC118478150	Q6UXC1
LOC101854134	Q6UXC1
LOC101854134	Q6UXC1
LOC101854134	Q6UXC1
LOC101854134	Q6UXC1
LOC101854134	Q6UXC1
LOC101854134	Q6UXC1
LOC101854134	Q6UXC1
LOC101854134	Q6UXC1
LOC101854134	Q6UXC1
LOC101854134	Q6UXC1
LOC101854134	Q6UXC1
LOC101854134	Q6UXC1
LOC101846476	P13284
LOC101846476	P13284
LOC101846855	Q96C74
LOC101846855	Q96C74
LOC101847081	Q86X24
LOC101847081	Q86X24
LOC101854379	Q8WWT9
LOC106012467	Q8WWT9
LOC118478069	Q6V0I7
LOC118478069	Q6V0I7
LOC118478069	Q6V0I7
LOC118478069	Q6V0I7
LOC118478069	Q6V0I7
LOC118478069	Q6V0I7
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC101854614	P46531
LOC106012470	Q5T9S5
LOC106012470	Q5T9S5
LOC101847304	Q6ZQT0
LOC101847304	Q6ZQT0
LOC101847304	Q6ZQT0
LOC101847304	Q6ZQT0
LOC101847304	Q6ZQT0
LOC101847304	Q6ZQT0
LOC101847304	Q6ZQT0
LOC101847547	Q53GQ0
LOC106012472	Q8IVV2
LOC106012472	Q8IVV2
LOC106012472	Q8IVV2
LOC106012472	Q8IVV2
LOC106012472	Q8IVV2
LOC106012472	Q8IVV2
LOC106012472	Q8IVV2
LOC106012472	Q8IVV2
LOC106012472	Q8IVV2
LOC106012472	Q8IVV2
LOC106012472	Q8IVV2
LOC106012472	Q8IVV2
LOC106012472	Q8IVV2
LOC106012472	Q8IVV2
LOC106012472	Q8IVV2
LOC101847785	Q4ZHG4
LOC101854840	Q8IVV2
LOC101854840	Q8IVV2
LOC101854840	Q8IVV2
LOC101854840	Q8IVV2
LOC101854840	Q8IVV2
LOC101854840	Q8IVV2
LOC101854840	Q8IVV2
LOC101854840	Q8IVV2
LOC101854840	Q8IVV2
LOC101854840	Q8IVV2
LOC101854840	Q8IVV2
LOC101848014	Q8NHQ8
LOC101848257	Q9NPQ8
LOC101848629	M0R2J8
LOC101848629	M0R2J8
LOC101848861	Q4G0N8
LOC101848861	Q4G0N8
LOC101855309	P51582
LOC101849263	Q6UXI7
LOC101849263	Q6UXI7
LOC101849742	Q8NHM5
LOC101849742	Q8NHM5
LOC101849512	Q96D31
LOC101849982	Q96HE9
LOC101850222	Q13164
LOC101850222	Q13164
LOC101850455	Q8N0U8
LOC101856553	Q9UBQ7
LOC101856775	Q92982
LOC101857163	Q9Y2B1
LOC101852298	Q9BV44
LOC101857619	Q8TBF4
LOC101857619	Q8TBF4
LOC101852746	Q99595
LOC101852976	Q8WWY8
LOC118478219	P54315
LOC106012515	P54315
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101853429	Q04721
LOC101858823	O60760
LOC101859064	O60760
LOC106012581	O14757
LOC106012581	O14757
LOC106012582	P53671
LOC101859616	O95084
LOC101859616	O95084
LOC118478188	P35348
LOC101853902	Q86VX9
LOC101859835	P48052
LOC101859835	P48052
LOC100533439	Q9P0J7
LOC101860623	Q9BSG0
LOC101854615	Q9UNA4
LOC101860868	Q9NV23
LOC101854841	Q9NV23
LOC106012537	Q9NV23
LOC101861096	Q9NV23
LOC101861785	P32249
LOC101861785	P32249
LOC101861785	P32249
LOC101861785	P32249
LOC101861785	P32249
LOC101861785	P32249
LOC101861785	P32249
LOC101861785	P32249
LOC101863710	Q5FVE4
LOC101863710	Q5FVE4
LOC101863710	Q5FVE4
LOC101864275	Q969V3
LOC101864665	Q8NEV4
LOC101846050	Q9GZZ6
LOC106012547	P36544
LOC101855310	Q6ZNA5
LOC101846261	Q96G79
LOC101846622	Q96G79
LOC101846856	Q8NHR7
LOC101846856	Q8NHR7
LOC101846856	Q8NHR7
LOC101846856	Q8NHR7
LOC101847548	Q6UX71
LOC101847548	Q8IUK5
LOC101847548	Q8IUK5
LOC101855994	P53708
LOC101850456	A6NM10
LOC101850691	Q9BPX3
KHC1	P33176
KHC1	P33176
KHC1	P33176
LOC101850927	Q8N998
LOC101851166	Q9H5X1
LOC101851383	P30968
LOC101851620	Q9UBV7
LOC101851620	Q9UBV7
LOC101851845	Q9NZC3
LOC106012576	Q9BQ50
LOC101856486	Q5ST30
LOC118478217	Q13936
LOC118478217	Q15878
LOC101856856	Q96AJ9
LOC101862007	Q96DM1
LOC106012625	Q96DM1
LOC101862236	Q5JSH3
LOC101862469	Q6NXG1
LOC101857532	Q9NZJ4
LOC101857532	Q9NZJ4
LOC101857532	Q9NZJ4
LOC101857532	Q9NZJ4
LOC101857532	Q9NZJ4
LOC101857532	Q9NZJ4
LOC101857532	Q9NZJ4
LOC101858540	Q6FI81
LOC101859295	A8MTL3
LOC101859295	A8MTL3
LOC101859295	A8MTL3
LOC101859295	A8MTL3
LOC101859295	A8MTL3
LOC101859990	Q9H0I3
LOC101862698	Q695T7
LOC106012609	A4QMS7
LOC101863401	P25021
LOC101863865	P32238
LOC101864115	Q12852
LOC101860466	Q6L8Q7
LOC101864354	Q6W5P4
LOC106012636	Q7Z5P9
LOC106012636	Q7Z5P9
LOC101845518	Q99715
LOC101845518	Q99715
LOC101845518	Q99715
LOC101845518	Q99715
LOC101861097	Q9HCB6
LOC101861097	Q9HCB6
LOC101861097	Q9HCB6
LOC101861097	Q9HCB6
LOC101861097	Q9HCB6
LOC101861097	Q9HCB6
LOC118477182	O43581
LOC118477182	O43581
LOC118477182	O43581
LOC118477182	O43581
LOC101855460	P30531
LOC101855460	P30531
LOC101847165	Q13231
LOC101855692	Q13231
LOC101847394	Q8N987
LOC101847394	Q8N987
LOC101855920	Q8IUC4
LOC101856147	Q9H093
LOC101856392	Q9H9A5
LOC101856392	Q9H9A5
LOC101856392	Q9H9A5
LOC101856392	Q9H9A5
LOC101856624	P43166
LOC101848163	Q9GZX9
LOC101857079	Q8J025
LOC101857079	Q8J025
LOC101857079	Q8J025
LOC101857079	Q8J025
LOC101848401	Q8IVS2
LOC101848631	Q8NHG8
LOC101848863	Q9NVC3
LOC101857760	Q58EX7
LOC101857760	Q58EX7
LOC101857995	Q9Y210
LOC101849105	Q96T60
LOC101849105	Q96T60
LOC101849343	P23284
LOC101849584	P0C024
LOC101849584	P0C024
LOC101858233	O94916
LOC101849815	Q8WXH2
LOC101849815	Q8WXH2
LOC101849815	Q8WXH2
LOC101850385	P56537
LOC101850619	P31512
LOC101850619	P31512
LOC101851464	Q9Y2B5
LOC101851464	Q9Y2B5
LOC101851464	Q9Y2B5
LOC101851464	Q9Y2B5
LOC101851697	Q9UKV3
LOC101851697	Q9UKV3
LOC101851697	Q9UKV3
LOC101851697	Q9UKV3
LOC101852072	Q96ST8
LOC101852072	Q96ST8
LOC101852299	P55042
LOC101852665	Q969M7
LOC101852898	P61158
LOC101858457	Q6U841
LOC101858681	Q9ULB1
LOC101858681	Q9ULB1
LOC101858681	Q9ULB1
LOC101858907	Q9ULB1
LOC101858907	Q9ULB1
LOC101858907	Q9ULB1
LOC101858907	Q9ULB1
LOC101858907	Q9ULB1
LOC101858907	Q9ULB1
LOC101858907	Q9ULB1
LOC101858907	Q9ULB1
LOC101859143	Q53H47
LOC101859375	O00219
LOC101853516	O00522
LOC101853755	Q96HV5
LOC101854223	O60427
LOC101854223	O60427
LOC101854223	O60427
LOC101854223	O60427
LOC101854223	O60427
LOC101854223	O60427
LOC101855228	Q14596
LOC106012716	P51993
LOC101853138	Q9UM54
LOC101860546	Q9BWD1
LOC100533340	P21579
LOC100533340	P21579
LOC101860782	O00488
LOC100533321	Q05586
LOC101861411	Q9NV64
LOC101861411	Q9NV64
LOC101861411	Q9NV64
LOC101853365	Q5THJ4
LOC101862086	O60494
LOC101862086	O60494
LOC101862086	O60494
LOC101862086	O60494
LOC101853597	Q8WUY9
LOC101853832	Q9H9J2
LOC101854064	Q9Y561
LOC101863229	P34981
LOC106012764	O15375
LOC101863638	P51787
LOC101864041	Q9BQF6
LOC101864041	Q9BQF6
LOC101854770	Q9NXP7
LOC106012777	O60522
LOC101864500	Q9NQZ6
LOC101844969	Q7Z5V6
LOC101855694	Q13085
LOC101855694	Q13085
LOC101855694	Q13085
LOC101846182	O00628
LOC101846182	O00628
LOC101846399	Q8WW12
LOC101846624	Q96Q83
LOC101846624	Q96Q83
LOC101847010	P04080
LOC101847239	P04080
LOC101847239	P01040
LOC101855921	Q9UKR3
LOC101848090	P40313
LOC101848259	Q86U90
LOC101848488	P48163
LOC101848715	Q13492
LOC101848715	Q13492
LOC101849426	P0C875
LOC101856625	Q9Y696
LOC101851552	P04839
LOC101851782	Q53FP2
LOC101856858	O75417
LOC101856858	O75417
LOC101857081	Q5THR3
LOC101857081	Q5THR3
LOC101857852	P46531
LOC101857852	P46531
LOC101857852	P46531
LOC101857852	P46531
LOC101857852	P46531
LOC101857852	P46531
LOC101857852	P46531
LOC101857852	P46531
LOC101857852	P46531
LOC101857852	P46531
LOC101857852	P46531
LOC101857852	P46531
LOC101857852	P46531
LOC101857852	P46531
LOC101855395	Q96SL1
LOC101855844	A6NMZ7
LOC101855844	A6NMZ7
LOC101855844	A6NMZ7
LOC101855844	A6NMZ7
LOC101855844	A6NMZ7
LOC101855844	A6NMZ7
LOC101858827	Q86UY6
LOC101859068	Q8N142
LOC101856313	Q6ZMW3
LOC101856313	Q6ZMW3
LOC101859617	Q96JC1
LOC101859991	Q01082
LOC101859991	Q01082
LOC101859991	Q01082
LOC101859991	Q01082
LOC101859991	Q01082
LOC101861483	Q9P2K3
LOC101861483	Q9P2K3
LOC101861930	Q8N2M8
LOC101861930	Q8N2M8
LOC101861930	Q8N2M8
LOC101856554	Q9C0K0
LOC101856554	Q9C0K0
LOC101856554	Q9C0K0
LOC101856554	Q9C0K0
LOC101862470	Q9Y2R4
LOC101862470	Q9Y2R4
LOC101862470	Q9Y2R4
LOC101856776	Q9UBY8
LOC100533553	P55771
LOC100533553	P55771
LOC101857462	Q9Y345
LOC101863320	P07686
LOC101863711	P06865
LOC101863949	Q9HAD4
LOC101864193	Q9Y2Y6
LOC101864433	O43175
LOC101864433	O43175
LOC101857921	Q9GZZ6
LOC101845144	Q8WV28
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101846478	P28799
LOC101847306	Q9NRA2
LOC101847306	Q9NRA2
LOC101847550	Q96S82
LOC101847550	Q96S82
LOC101847550	Q96S82
LOC101847550	Q96S82
LOC101847786	Q8IUZ0
LOC101848260	Q460N5
LOC101848260	Q460N5
LOC118477190	Q9NRA2
LOC101849019	Q9P2U8
LOC101849264	Q9NRA2
LOC101858379	Q8NB25
LOC101849513	P34981
LOC101858595	P82933
LOC101849743	P56557
LOC101849743	P56557
LOC101858829	Q9UBK7
LOC101859070	Q5VW36
LOC101850131	P34981
LOC101850386	O95067
